ride_id,driver_id,driver_experience,ride_duration_min,ride_distance_km,driver_rating,fraud_flag,fraud_reason,ride_timestamp,surge_pricing,ride_cancellation,payment_status,average_wait_time_min,city,weather_condition
RIDE_54,DRIVER_6,10,44,29.983584321578665,3.482641919298336,True,Drop-off to Unknown place,2024-03-12 21:58:10.824827,False,False,Success,10.130505796934676,Tapa,Sunny
RIDE_55,DRIVER_94,4,23,3.349937088095569,1.805248431289733,True,Drop-off to Unknown place,2024-06-02 21:58:10.824829,True,False,Paid,26.027760403090404,Saaremaa,Rainy
RIDE_56,DRIVER_59,18,22,29.360877158196885,2.5805509730572744,False,,2024-08-04 21:58:10.824831,False,False,Pending,39.17981872342406,Parnu,Rainy
RIDE_57,DRIVER_69,12,5,13.393422900240378,1.1578381315635973,True,Ride canceled,2024-03-22 21:58:10.824832,True,False,Pending,20.01311441928489,Tartu,Stormy
RIDE_58,DRIVER_16,2,18,26.381096609443254,2.9021841499473067,False,,2024-02-25 21:58:10.824834,True,False,Success,43.52999388982594,Valga,Foggy
RIDE_59,DRIVER_49,10,55,23.90679355363166,3.1720983358306527,False,,2024-12-08 21:58:10.824836,False,False,Pending,20.897464404475596,Saaremaa,Sunny
RIDE_60,DRIVER_11,4,51,17.8764553076267,1.9109989444128384,True,Overcharged,2024-03-01 21:58:10.824837,True,True,Pending,7.282568013386927,Saaremaa,Rainy
RIDE_61,DRIVER_71,14,54,22.676577859037142,4.8561153886620545,False,,2024-11-18 21:58:10.824839,True,False,Pending,18.135125923417622,Tartu,Sunny
RIDE_62,DRIVER_38,16,6,26.59843571643774,4.637818443748968,True,Drop-off to Unknown place,2024-09-23 21:58:10.824841,True,False,Pending,42.874905881183636,Tallinn,Cloudy
RIDE_63,DRIVER_81,15,58,13.315929006228924,3.8885729418236235,True,Drop-off to Unknown place,2024-02-22 21:58:10.824845,False,True,Success,15.067717370953586,Tapa,Cloudy
RIDE_64,DRIVER_80,8,32,11.156928523770684,3.1335465150614503,True,Drop-off to Unknown place,2024-09-21 21:58:10.824847,True,False,Pending,39.19631903415077,Tallinn,Foggy
RIDE_65,DRIVER_47,14,53,20.692614795780372,4.47987663859074,True,Ride canceled,2024-08-25 21:58:10.824849,True,True,Pending,39.77502999400315,Tallinn,Rainy
RIDE_66,DRIVER_74,8,54,24.61968637435524,1.5226093752938517,True,Ride canceled,2024-02-04 21:58:10.824851,False,False,Paid,16.408207070606288,Tallinn,Stormy
RIDE_67,DRIVER_25,16,34,23.34398377374524,4.16203917709954,True,Overcharged,2024-11-27 21:58:10.824852,False,True,Success,4.663336954227813,Voru,Rainy
RIDE_68,DRIVER_91,13,42,24.338782168041767,1.4992832558673932,False,,2024-10-19 21:58:10.824854,True,True,Paid,32.88054800298801,Rapla,Sunny
RIDE_69,DRIVER_9,18,55,14.196332814762124,4.176842650197622,False,,2024-09-07 21:58:10.824855,False,False,Paid,14.706541156615385,Saaremaa,Cloudy
RIDE_70,DRIVER_6,15,8,24.899358052900606,2.103070273005428,False,,2024-10-11 21:58:10.824857,True,False,Success,35.448639027333186,Keila,Sunny
RIDE_71,DRIVER_85,13,5,5.365853550377036,4.508362324072756,False,,2024-03-31 21:58:10.824859,True,False,Pending,20.476813323459055,Tallinn,Foggy
RIDE_72,DRIVER_30,9,12,17.245694742903787,4.776168375301591,True,Overcharged,2024-11-30 21:58:10.824860,True,False,Paid,22.35173666307535,Tapa,Cloudy
RIDE_73,DRIVER_99,15,33,2.161242493947404,1.5951838776204625,False,,2024-10-19 21:58:10.824862,False,True,Success,35.22801389693562,Rapla,Stormy
RIDE_74,DRIVER_38,13,59,11.088403237207569,2.850702420261574,False,,2025-01-06 21:58:10.824863,True,True,Pending,17.82398656671163,Rapla,Cloudy
RIDE_75,DRIVER_11,1,43,12.26092297639914,4.92394951265074,False,,2024-06-12 21:58:10.824865,False,True,Success,20.49760319420824,Tallinn,Rainy
RIDE_76,DRIVER_30,7,7,13.092835365059152,2.9336297438925865,True,Overcharged,2024-05-22 21:58:10.824866,False,False,Paid,17.552380625863375,Elva,Rainy
RIDE_77,DRIVER_13,9,36,21.47308178731614,4.45419009005818,False,,2024-01-21 21:58:10.824869,True,True,Pending,17.162982672200318,Tallinn,Cloudy
RIDE_78,DRIVER_49,1,14,12.879626835569681,3.3549260885252794,True,Drop-off to Unknown place,2024-03-09 21:58:10.824870,False,False,Pending,24.141649383664213,Elva,Foggy
RIDE_79,DRIVER_36,12,14,14.563421433430857,2.5013196316784074,False,,2024-05-12 21:58:10.824872,False,False,Success,36.58717555805063,Tallinn,Rainy
RIDE_80,DRIVER_59,8,23,8.651235664481169,2.143134222103481,True,Ride canceled,2024-08-11 21:58:10.824874,False,True,Pending,16.9178057245929,Tapa,Rainy
RIDE_81,DRIVER_82,11,50,12.451050165621522,1.812892364344349,True,Drop-off to Unknown place,2024-12-22 21:58:10.824875,False,False,Paid,24.067207703660415,Elva,Stormy
RIDE_82,DRIVER_47,19,38,8.363549563368242,4.047192765510789,False,,2024-09-11 21:58:10.824877,False,True,Paid,30.512002319474437,Voru,Cloudy
RIDE_83,DRIVER_21,17,37,4.049485865516422,2.5461620272921115,True,Drop-off to Unknown place,2024-08-13 21:58:10.824878,True,False,Paid,12.85533563736082,Rapla,Rainy
RIDE_84,DRIVER_48,8,27,18.89656061467858,3.0451018488030046,True,Ride canceled,2024-01-12 21:58:10.824880,False,True,Success,13.211003415705273,Tallinn,Foggy
RIDE_85,DRIVER_46,3,59,20.709958359540455,2.9693019200047277,False,,2024-08-16 21:58:10.824882,True,False,Pending,42.07017758903201,Rapla,Sunny
RIDE_86,DRIVER_27,3,32,19.345729688269206,3.309116116932525,False,,2024-01-14 21:58:10.824883,True,True,Pending,32.8355212265679,Tallinn,Cloudy
RIDE_87,DRIVER_86,1,36,14.977833226416026,4.462308582498209,False,,2024-05-20 21:58:10.824885,True,True,Pending,26.39621375382559,Saaremaa,Stormy
RIDE_88,DRIVER_35,5,54,12.634001845018435,4.922957374333718,True,Ride canceled,2024-12-02 21:58:10.824887,True,False,Paid,29.499682394506927,Saaremaa,Rainy
RIDE_89,DRIVER_90,10,11,26.173342188011105,2.6303368342952678,True,Drop-off to Unknown place,2024-01-22 21:58:10.824888,True,False,Pending,2.289175496550408,Narva,Foggy
RIDE_90,DRIVER_88,7,33,16.534289983814105,4.310075688425212,True,Drop-off to Unknown place,2024-09-10 21:58:10.824890,True,True,Paid,28.19653048471466,Tallinn,Cloudy
RIDE_91,DRIVER_83,9,12,15.417092573632466,4.058111178618871,False,,2024-08-25 21:58:10.824891,False,False,Pending,23.418390421864885,Narva,Foggy
RIDE_92,DRIVER_10,7,5,2.7179778425801993,3.294115805822293,True,Overcharged,2024-02-22 21:58:10.824893,False,False,Paid,25.01298591029517,Keila,Foggy
RIDE_93,DRIVER_78,9,59,11.554939173532379,4.824188574447732,True,Ride canceled,2024-03-12 21:58:10.824895,False,False,Pending,16.81464838055595,Tartu,Stormy
RIDE_94,DRIVER_82,8,7,12.645477326003999,1.8018980621136111,True,Drop-off to Unknown place,2024-02-04 21:58:10.824897,True,True,Success,4.584851499369443,Tartu,Cloudy
RIDE_95,DRIVER_22,12,28,13.167037865113214,1.4370568412384856,True,Overcharged,2024-09-28 21:58:10.824899,False,True,Success,9.506926278930296,Rapla,Rainy
RIDE_96,DRIVER_69,2,27,18.244826338365304,4.415847867821689,True,Overcharged,2024-06-04 21:58:10.824901,False,False,Paid,42.832767381357556,Elva,Stormy
RIDE_97,DRIVER_94,1,12,16.940871308352598,2.756599266534993,True,Overcharged,2024-11-10 21:58:10.824902,False,False,Paid,18.982780739921093,Tallinn,Rainy
RIDE_98,DRIVER_32,16,58,19.02134259821645,4.387875416828242,True,Drop-off to Unknown place,2024-04-04 21:58:10.824904,True,True,Pending,21.534058856558023,Parnu,Sunny
RIDE_99,DRIVER_21,5,51,23.41673132317959,4.572360820781659,False,,2024-09-14 21:58:10.824905,False,False,Pending,3.3192307535513157,Tallinn,Foggy
RIDE_100,DRIVER_60,3,41,24.763600684050616,1.2498303744762858,False,,2024-02-11 21:58:10.824907,True,True,Success,2.652914099935146,Tallinn,Sunny
RIDE_101,DRIVER_49,12,7,22.107446134341842,4.533859051944242,False,,2024-10-23 21:58:10.824909,False,False,Pending,32.55598367005734,Parnu,Foggy
RIDE_102,DRIVER_35,8,55,28.75466348673817,2.7932762214776887,True,Drop-off to Unknown place,2024-08-24 21:58:10.824910,True,False,Paid,24.676165221328898,Tartu,Stormy
RIDE_103,DRIVER_82,3,37,2.5105123149381257,3.041729956016929,True,Drop-off to Unknown place,2024-10-27 21:58:10.824912,True,False,Paid,23.383063305515734,Narva,Rainy
RIDE_104,DRIVER_89,1,32,7.481783599139291,3.506370044372841,False,,2024-12-02 21:58:10.824913,True,True,Paid,11.697479338597422,Keila,Rainy
RIDE_105,DRIVER_72,3,51,2.2117604993879794,4.7055304269203475,True,Drop-off to Unknown place,2024-12-08 21:58:10.824915,False,True,Paid,33.769032191716576,Rapla,Stormy
RIDE_106,DRIVER_29,5,12,20.129291996328885,1.0764643777190561,False,,2024-10-15 21:58:10.824917,False,True,Paid,8.402409480773642,Tartu,Cloudy
RIDE_107,DRIVER_88,15,38,27.144855370599632,2.9073738732712684,True,Overcharged,2024-08-03 21:58:10.824918,True,True,Success,9.357128721084882,Parnu,Sunny
RIDE_108,DRIVER_42,14,39,8.81750430413638,3.7508881697222427,True,Drop-off to Unknown place,2024-03-09 21:58:10.824920,False,False,Success,21.27133553932412,Tallinn,Sunny
RIDE_109,DRIVER_99,3,36,27.956967254296586,3.890827830792914,False,,2024-03-22 21:58:10.824922,True,False,Paid,13.5963139329254,Tartu,Rainy
RIDE_110,DRIVER_100,1,28,3.687486928107704,3.770129726148432,False,,2024-08-13 21:58:10.824924,True,True,Pending,11.88837117425844,Tapa,Rainy
RIDE_111,DRIVER_8,5,18,28.1642087505544,1.5377405176324874,False,,2024-05-28 21:58:10.824926,False,False,Paid,29.390456360346594,Saaremaa,Rainy
RIDE_112,DRIVER_30,14,36,11.845435242709764,2.197582353486725,False,,2024-11-05 21:58:10.824927,False,False,Success,29.64275678961596,Tallinn,Stormy
RIDE_113,DRIVER_5,7,50,4.839783196578063,2.434862101668054,False,,2024-05-13 21:58:10.824929,False,True,Paid,37.278751071196886,Keila,Cloudy
RIDE_114,DRIVER_41,9,47,15.604409257217117,4.21774883071802,True,Ride canceled,2024-01-21 21:58:10.824930,True,False,Success,19.379176946810936,Valga,Sunny
RIDE_115,DRIVER_52,15,20,9.189743896174223,2.115039489658212,True,Ride canceled,2024-08-05 21:58:10.824932,True,False,Success,4.2157440051506105,Parnu,Foggy
RIDE_116,DRIVER_35,15,8,9.976441254933839,1.8428198554688127,True,Ride canceled,2024-01-15 21:58:10.824934,False,True,Paid,13.041320936544137,Voru,Stormy
RIDE_117,DRIVER_9,10,56,10.604119017936025,4.829792076152385,False,,2024-06-15 21:58:10.824935,True,False,Paid,44.12024038065994,Elva,Sunny
RIDE_118,DRIVER_28,13,41,24.484725139314577,1.0354531404538756,False,,2024-08-21 21:58:10.824937,False,False,Pending,27.235377310238892,Voru,Cloudy
RIDE_119,DRIVER_73,19,58,17.096515746907126,4.991283422727912,False,,2024-04-26 21:58:10.824939,True,False,Success,32.228431731244896,Tartu,Stormy
RIDE_120,DRIVER_92,7,25,10.716615576368103,3.7072851954295825,False,,2024-04-06 21:58:10.824940,False,True,Pending,1.3237445035182396,Tallinn,Sunny
RIDE_121,DRIVER_41,17,18,19.089345932705715,4.313877197796469,False,,2024-04-30 21:58:10.824942,False,True,Paid,23.801052216030918,Elva,Stormy
RIDE_122,DRIVER_28,20,35,22.05221887824942,2.1784775853847727,False,,2024-05-28 21:58:10.824943,True,False,Success,2.6512609313993374,Elva,Sunny
RIDE_123,DRIVER_84,4,59,9.633472020538946,1.05726111066824,True,Overcharged,2024-11-27 21:58:10.824945,False,False,Pending,26.04612933202371,Rapla,Sunny
RIDE_124,DRIVER_64,5,52,13.579374842709843,3.95147807424612,True,Drop-off to Unknown place,2024-03-07 21:58:10.824947,False,False,Pending,41.51391738398732,Voru,Cloudy
RIDE_125,DRIVER_51,7,22,5.412810613434532,4.336578388002703,True,Overcharged,2024-12-18 21:58:10.824948,True,True,Pending,43.61044174201795,Tallinn,Foggy
RIDE_126,DRIVER_83,13,11,7.072181786971049,3.9619045278140765,True,Overcharged,2024-05-31 21:58:10.824950,False,True,Paid,24.784317717112664,Rapla,Cloudy
RIDE_127,DRIVER_59,15,14,21.07129991101952,1.5714011492033544,True,Drop-off to Unknown place,2024-07-26 21:58:10.824952,True,True,Paid,21.161011431097503,Narva,Sunny
RIDE_128,DRIVER_19,11,11,7.0802737354775545,4.013711689027876,False,,2024-03-04 21:58:10.824953,False,False,Paid,42.58075214693373,Keila,Stormy
RIDE_129,DRIVER_34,4,37,16.704574742677686,4.075691128430564,False,,2024-09-01 21:58:10.824955,True,False,Success,30.638832607854585,Voru,Cloudy
RIDE_130,DRIVER_18,13,27,21.853295328228114,3.6341620626802196,False,,2024-12-25 21:58:10.824957,False,False,Paid,3.8555682996900162,Saaremaa,Foggy
RIDE_131,DRIVER_32,7,25,4.992553846652827,4.064463731182345,False,,2024-11-22 21:58:10.824959,False,False,Success,21.49192541736989,Saaremaa,Sunny
RIDE_132,DRIVER_96,19,23,17.8847421496093,4.383685758710929,False,,2024-09-12 21:58:10.824960,False,False,Pending,11.570780812429373,Keila,Cloudy
RIDE_133,DRIVER_72,2,52,9.183757943638184,3.4544164569498337,False,,2024-01-28 21:58:10.824962,False,True,Pending,21.671390143741988,Rapla,Cloudy
RIDE_134,DRIVER_69,10,23,28.961952506652235,1.3544188558787162,True,Drop-off to Unknown place,2024-03-19 21:58:10.824963,True,False,Paid,21.040485168279915,Keila,Cloudy
RIDE_135,DRIVER_34,13,40,15.539278108157893,2.9505112386688435,False,,2024-03-13 21:58:10.824965,True,False,Pending,26.614371323848648,Narva,Cloudy
RIDE_136,DRIVER_96,6,33,24.567791393704425,1.3105973386864203,False,,2024-12-28 21:58:10.824967,True,False,Paid,16.697901575367055,Tapa,Stormy
RIDE_137,DRIVER_75,12,22,17.40634318037533,2.6301721241297233,False,,2024-01-29 21:58:10.824969,True,True,Success,8.227899776060834,Tapa,Foggy
RIDE_138,DRIVER_55,12,6,3.2155509199349366,2.6284259565025105,False,,2024-08-23 21:58:10.824970,True,False,Pending,23.163655121958076,Saaremaa,Foggy
RIDE_139,DRIVER_75,20,5,19.728238516632626,1.2640393765609663,True,Ride canceled,2024-03-18 21:58:10.824972,True,True,Paid,37.52892691121353,Valga,Sunny
RIDE_140,DRIVER_52,11,51,28.639293581786397,2.3952821358779173,True,Ride canceled,2024-12-18 21:58:10.824974,True,True,Pending,30.2165380349745,Parnu,Rainy
RIDE_141,DRIVER_47,7,9,18.845130964097272,1.4439923951652593,False,,2024-10-10 21:58:10.824975,False,True,Pending,15.888186100709497,Keila,Stormy
RIDE_142,DRIVER_29,1,24,24.937288063950128,4.232940840036889,True,Drop-off to Unknown place,2024-05-12 21:58:10.824977,False,True,Paid,42.16301300138972,Parnu,Sunny
RIDE_143,DRIVER_18,1,15,26.75778097375542,4.7907521038578835,True,Ride canceled,2024-04-17 21:58:10.824979,False,True,Pending,41.13713313496402,Valga,Sunny
RIDE_144,DRIVER_66,20,46,8.38623361457011,1.2892659010317544,False,,2024-02-09 21:58:10.824980,False,False,Pending,10.211329572900347,Rapla,Cloudy
RIDE_145,DRIVER_64,13,6,7.937255517430346,4.820460829166805,False,,2024-05-26 21:58:10.824982,True,False,Pending,2.734373745295971,Keila,Rainy
RIDE_146,DRIVER_12,9,7,19.107467687827768,3.0903063973469806,False,,2024-08-18 21:58:10.824984,True,True,Pending,33.61758316743354,Parnu,Rainy
RIDE_147,DRIVER_97,3,27,13.508797154587732,2.1982627118154956,False,,2024-10-07 21:58:10.824985,True,True,Success,37.41485149936275,Parnu,Stormy
RIDE_148,DRIVER_7,7,59,25.51611648026817,1.307448301104654,False,,2024-03-14 21:58:10.824989,False,True,Pending,43.58604090185963,Voru,Rainy
RIDE_149,DRIVER_15,6,16,27.200647455144313,3.0024970722816713,True,Overcharged,2024-05-29 21:58:10.824991,True,False,Pending,40.15280133988567,Voru,Sunny
RIDE_150,DRIVER_20,8,24,11.895798620476107,4.178062177962994,False,,2024-02-17 21:58:10.824993,False,False,Paid,27.423529801082253,Valga,Rainy
RIDE_151,DRIVER_81,9,9,8.632375651285498,3.8283459090667926,False,,2024-05-01 21:58:10.824994,True,True,Success,24.322302925344758,Tallinn,Rainy
RIDE_152,DRIVER_21,5,41,23.85471442682813,1.200904045855895,False,,2024-11-22 21:58:10.824996,True,False,Paid,2.225006255553797,Keila,Foggy
RIDE_153,DRIVER_88,1,42,9.694568995347812,1.291607341471614,True,Ride canceled,2024-05-12 21:58:10.824998,True,False,Paid,11.852883661170225,Narva,Sunny
RIDE_154,DRIVER_55,19,34,25.033200918382995,2.6114931305305484,False,,2024-07-13 21:58:10.824999,True,True,Paid,21.223049076248763,Rapla,Rainy
RIDE_155,DRIVER_77,10,13,13.86467110216536,2.181161976191773,False,,2024-06-12 21:58:10.825001,False,True,Success,28.654171603676986,Voru,Rainy
RIDE_156,DRIVER_9,12,38,20.69139718016117,1.9295372922241913,False,,2024-07-21 21:58:10.825002,False,False,Paid,25.51908066601007,Voru,Cloudy
RIDE_157,DRIVER_50,15,57,4.674988787370709,2.1240179956348544,True,Ride canceled,2024-07-27 21:58:10.825004,True,False,Paid,33.675983545994384,Tapa,Rainy
RIDE_158,DRIVER_49,9,48,19.468061090944044,4.213930973187539,False,,2024-01-30 21:58:10.825006,False,False,Paid,13.309744959029798,Keila,Rainy
RIDE_159,DRIVER_77,20,39,14.649495004642414,4.716912214527415,False,,2024-11-15 21:58:10.825007,True,True,Pending,25.85791473670882,Narva,Foggy
RIDE_160,DRIVER_60,17,56,18.425036968913275,2.6204107781102657,False,,2024-10-17 21:58:10.825009,True,True,Paid,4.878258709194854,Keila,Sunny
RIDE_161,DRIVER_68,17,26,6.704397816856176,4.624444008529988,True,Ride canceled,2024-07-23 21:58:10.825010,True,True,Success,19.201283037661106,Tapa,Stormy
RIDE_162,DRIVER_33,20,48,22.6324648584371,2.285982804991528,False,,2024-06-11 21:58:10.825012,True,False,Success,34.007076650002446,Tallinn,Sunny
